site,cluster,node,architecture,cpu_model,cpu_microarchitecture,cpu_count,cores,ram_gb,gpu_model,network_max_gbps,storage_device_count
nancy,gros,gros-55,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-56,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-57,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-58,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-59,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-6,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-60,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-61,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-62,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-63,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-64,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-65,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-66,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-67,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-68,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-69,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-7,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-70,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-71,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-72,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-73,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-74,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-75,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-76,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-77,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-78,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-79,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-8,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-80,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-81,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-82,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-83,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-84,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-85,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-86,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-87,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-88,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-89,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-9,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-90,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-91,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-92,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-93,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-94,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-95,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-96,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-97,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-98,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,gros,gros-99,x86_64,Intel Xeon,Cascade Lake-SP,1,18,96.0,None,25.0,2
nancy,grosminet,grosminet-1,x86_64,Intel Xeon,Cascade Lake-SP,4,72,6144.0,None,25.0,8
nancy,grostiti,grostiti-1,x86_64,Intel Xeon,Haswell,4,56,1536.0,None,100.0,3
nancy,grouille,grouille-1,x86_64,AMD EPYC,Zen 2,2,64,128.0,None,25.0,2
nancy,grouille,grouille-2,x86_64,AMD EPYC,Zen 2,2,64,128.0,None,25.0,2
nancy,grue,grue-1,x86_64,AMD EPYC,Zen,2,32,128.0,None,10.0,1
nancy,grue,grue-2,x86_64,AMD EPYC,Zen,2,32,128.0,None,10.0,1
nancy,grue,grue-3,x86_64,AMD EPYC,Zen,2,32,128.0,None,10.0,1
nancy,grue,grue-4,x86_64,AMD EPYC,Zen,2,32,128.0,None,10.0,1
nancy,grue,grue-5,x86_64,AMD EPYC,Zen,2,32,128.0,None,10.0,1
nancy,gruss,gruss-1,x86_64,AMD EPYC,Zen 2,2,48,256.0,None,25.0,1
nancy,gruss,gruss-2,x86_64,AMD EPYC,Zen 2,2,48,256.0,None,25.0,1
nancy,gruss,gruss-3,x86_64,AMD EPYC,Zen 2,2,48,256.0,None,25.0,1
nancy,gruss,gruss-4,x86_64,AMD EPYC,Zen 2,2,48,256.0,None,25.0,1
nancy,grvingt,grvingt-1,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-10,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-11,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-12,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-13,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-14,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-15,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-16,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-17,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-18,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-19,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-2,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-20,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-21,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-22,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-23,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-24,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-25,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-26,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-27,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-28,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-29,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-3,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-30,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-31,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-32,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-34,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-35,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-36,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-37,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-38,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-39,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-4,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-40,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-41,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-42,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-43,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-44,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-45,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-46,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-47,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-48,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-49,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-5,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-50,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-51,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-52,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-53,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-54,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-55,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-56,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-57,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-58,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-59,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-6,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-60,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-61,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-62,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-63,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-64,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-7,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-8,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nancy,grvingt,grvingt-9,x86_64,Intel Xeon,Skylake-SP,2,32,192.0,None,100.0,1
nantes,econome,econome-1,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-10,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-11,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-12,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-13,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-14,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-15,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-16,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-17,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-18,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-19,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-2,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-20,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-21,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-22,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-23,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-24,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-3,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-4,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-5,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-6,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-7,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-8,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,econome,econome-9,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,10.0,1
nantes,ecotaxe,ecotaxe-1,x86_64,AMD EPYC,Zen 3,2,56,256.0,None,100.0,3
nantes,ecotaxe,ecotaxe-2,x86_64,AMD EPYC,Zen 3,2,56,256.0,None,100.0,3
nantes,ecotype,ecotype-1,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-10,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-11,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-12,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-13,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-14,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-15,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-16,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-17,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-18,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-19,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-2,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-20,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-21,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-22,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-23,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-24,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-25,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-26,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-27,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-28,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-29,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-3,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-30,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-31,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-32,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-33,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-34,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-35,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-36,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-37,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-38,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-39,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-4,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-40,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-41,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-42,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-43,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-44,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-45,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-46,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-47,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-48,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-5,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-6,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-7,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-8,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
nantes,ecotype,ecotype-9,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,10.0,1
rennes,abacus1,abacus1-1,x86_64,Intel Xeon,Broadwell,2,24,128.0,None,1.0,1
rennes,abacus10,abacus10-1,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,1.0,3
rennes,abacus11,abacus11-1,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,1.0,3
rennes,abacus12,abacus12-1,x86_64,Intel Xeon,Cascade Lake-SP,2,40,384.0,None,10.0,1
rennes,abacus14,abacus14-1,x86_64,Intel Xeon,Cascade Lake-SP,2,24,384.0,None,10.0,2
rennes,abacus16,abacus16-1,x86_64,Intel Xeon,Cascade Lake-SP,2,24,384.0,None,10.0,1
rennes,abacus17,abacus17-1,x86_64,AMD EPYC,Zen 2,2,32,256.0,None,1.0,2
rennes,abacus18,abacus18-1,x86_64,AMD EPYC,Zen 2,2,48,256.0,None,1.0,2
rennes,abacus19,abacus19-1,x86_64,Intel Xeon,Cascade Lake-SP,2,48,384.0,None,1.0,2
rennes,abacus2,abacus2-1,x86_64,Intel Xeon,Broadwell,2,16,64.0,None,1.0,1
rennes,abacus20,abacus20-1,x86_64,Intel Xeon,Cascade Lake-SP,2,48,768.0,None,1.0,2
rennes,abacus21,abacus21-1,x86_64,AMD EPYC,Zen 2,2,48,512.0,None,1.0,3
rennes,abacus22,abacus22-1,x86_64,AMD EPYC,Zen 3,2,48,512.0,None,10.0,2
rennes,abacus22,abacus22-2,x86_64,AMD EPYC,Zen 3,2,48,512.0,None,10.0,2
rennes,abacus22,abacus22-3,x86_64,AMD EPYC,Zen 3,2,48,512.0,None,10.0,2
rennes,abacus25,abacus25-1,x86_64,AMD EPYC,Zen 3,2,48,512.0,None,10.0,3
rennes,abacus25,abacus25-2,x86_64,AMD EPYC,Zen 3,2,48,512.0,None,10.0,3
rennes,abacus25,abacus25-3,x86_64,AMD EPYC,Zen 3,2,48,512.0,None,10.0,3
rennes,abacus25,abacus25-4,x86_64,AMD EPYC,Zen 3,2,48,512.0,None,10.0,3
rennes,abacus26,abacus26-1,x86_64,Intel Xeon,Sapphire Rapids,2,48,256.0,None,10.0,1
rennes,abacus27,abacus27-1,x86_64,AMD EPYC,Zen 4,2,48,512.0,None,10.0,1
rennes,abacus28,abacus28-1,x86_64,Intel Xeon,Cascade Lake-SP,2,32,384.0,None,10.0,1
rennes,abacus29,abacus29-1,x86_64,AMD EPYC,Zen 5,2,32,256.0,None,10.0,1
rennes,abacus3,abacus3-1,x86_64,Intel Xeon,Broadwell,2,16,128.0,None,1.0,3
rennes,abacus4,abacus4-1,x86_64,Intel Xeon,Skylake-SP,2,20,128.0,None,1.0,1
rennes,abacus5,abacus5-1,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,1.0,1
rennes,abacus8,abacus8-1,x86_64,Intel Xeon,Skylake-SP,2,28,192.0,None,1.0,2
rennes,abacus9,abacus9-1,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,10.0,1
rennes,paradoxe,paradoxe-1,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-10,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-11,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-12,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-13,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-14,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-15,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-16,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-17,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-18,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-19,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-2,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-20,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-21,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-22,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-23,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-24,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-25,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-26,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-27,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-28,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-29,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-3,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-30,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-31,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-32,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-33,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-34,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-35,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-36,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-37,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-38,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-39,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-4,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-40,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-41,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-42,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-43,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
