site,cluster,node,architecture,cpu_model,cpu_microarchitecture,cpu_count,cores,ram_gb,gpu_model,network_max_gbps,storage_device_count
rennes,paradoxe,paradoxe-44,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-45,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-46,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-47,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-48,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-49,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-5,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-50,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-51,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-52,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-53,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-54,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-55,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-56,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-57,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-58,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-59,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-6,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-60,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-61,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-62,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-63,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-64,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-7,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-8,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,paradoxe,paradoxe-9,x86_64,Intel Xeon,Ice Lake-SP,2,52,384.0,None,25.0,2
rennes,parasilo,parasilo-1,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-10,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-11,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-12,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-14,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-15,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-17,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-18,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-19,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-2,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-20,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-21,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-22,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-24,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-25,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-26,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-27,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-28,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-3,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-4,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-5,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-6,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-7,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-8,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,parasilo,parasilo-9,x86_64,Intel Xeon,Haswell,2,16,128.0,None,10.0,6
rennes,roazhon1,roazhon1-1,x86_64,Intel Xeon,Skylake-SP,2,36,384.0,None,1.0,1
rennes,roazhon10,roazhon10-1,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,2
rennes,roazhon10,roazhon10-2,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,2
rennes,roazhon10,roazhon10-3,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,2
rennes,roazhon10,roazhon10-4,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,2
rennes,roazhon11,roazhon11-1,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,1.0,1
rennes,roazhon11,roazhon11-2,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,1.0,1
rennes,roazhon11,roazhon11-3,x86_64,Intel Xeon,Sandy Bridge,2,16,64.0,None,1.0,1
rennes,roazhon12,roazhon12-1,x86_64,Intel Xeon,Sandy Bridge,2,16,128.0,None,1.0,1
rennes,roazhon12,roazhon12-2,x86_64,Intel Xeon,Sandy Bridge,2,16,128.0,None,1.0,1
rennes,roazhon12,roazhon12-3,x86_64,Intel Xeon,Sandy Bridge,2,16,128.0,None,1.0,1
rennes,roazhon12,roazhon12-4,x86_64,Intel Xeon,Sandy Bridge,2,16,128.0,None,1.0,1
rennes,roazhon13,roazhon13-1,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,1
rennes,roazhon13,roazhon13-2,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,1
rennes,roazhon13,roazhon13-3,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,1
rennes,roazhon13,roazhon13-4,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,1
rennes,roazhon13,roazhon13-5,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,1
rennes,roazhon13,roazhon13-6,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,1
rennes,roazhon13,roazhon13-7,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,1
rennes,roazhon13,roazhon13-8,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,1
rennes,roazhon14,roazhon14-1,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,2
rennes,roazhon14,roazhon14-2,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,2
rennes,roazhon14,roazhon14-3,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,2
rennes,roazhon14,roazhon14-4,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,10.0,2
rennes,roazhon15,roazhon15-1,x86_64,AMD EPYC,Zen 5,2,128,1536.0,None,10.0,1
rennes,roazhon2,roazhon2-1,x86_64,Intel Xeon,Skylake-SP,2,28,256.0,None,1.0,2
rennes,roazhon3,roazhon3-1,x86_64,Intel Xeon,Skylake-SP,2,32,1024.0,None,10.0,2
rennes,roazhon4,roazhon4-1,x86_64,AMD EPYC,Zen 2,2,128,512.0,None,1.0,2
rennes,roazhon5,roazhon5-1,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon5,roazhon5-10,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon5,roazhon5-11,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon5,roazhon5-12,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon5,roazhon5-2,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon5,roazhon5-3,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon5,roazhon5-4,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon5,roazhon5-5,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon5,roazhon5-6,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon5,roazhon5-7,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon5,roazhon5-9,x86_64,Intel Xeon,Haswell,2,20,128.0,None,1.0,1
rennes,roazhon6,roazhon6-1,x86_64,Intel Xeon,Broadwell,2,24,192.0,None,1.0,1
rennes,roazhon6,roazhon6-2,x86_64,Intel Xeon,Broadwell,2,24,192.0,None,1.0,1
rennes,roazhon6,roazhon6-3,x86_64,Intel Xeon,Broadwell,2,24,192.0,None,1.0,1
rennes,roazhon6,roazhon6-4,x86_64,Intel Xeon,Broadwell,2,24,192.0,None,1.0,1
rennes,roazhon7,roazhon7-1,x86_64,Intel Xeon,Broadwell,2,24,128.0,None,10.0,1
rennes,roazhon7,roazhon7-2,x86_64,Intel Xeon,Broadwell,2,24,128.0,None,10.0,1
rennes,roazhon7,roazhon7-3,x86_64,Intel Xeon,Broadwell,2,24,128.0,None,10.0,1
rennes,roazhon8,roazhon8-1,x86_64,Intel Xeon,Broadwell,2,24,256.0,None,10.0,1
rennes,roazhon8,roazhon8-2,x86_64,Intel Xeon,Broadwell,2,24,256.0,None,10.0,1
rennes,roazhon8,roazhon8-3,x86_64,Intel Xeon,Broadwell,2,24,256.0,None,10.0,1
rennes,roazhon8,roazhon8-4,x86_64,Intel Xeon,Broadwell,2,24,256.0,None,10.0,1
rennes,roazhon9,roazhon9-1,x86_64,Intel Xeon,Skylake-SP,2,24,512.0,None,10.0,1
rennes,roazhon9,roazhon9-2,x86_64,Intel Xeon,Skylake-SP,2,24,512.0,None,10.0,1
rennes,roazhon9,roazhon9-3,x86_64,Intel Xeon,Skylake-SP,2,24,512.0,None,10.0,1
rennes,roazhon9,roazhon9-4,x86_64,Intel Xeon,Skylake-SP,2,24,512.0,None,10.0,1
sophia,esterel10,esterel10-1,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,56.0,3
sophia,esterel10,esterel10-2,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,56.0,3
sophia,esterel10,esterel10-3,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,56.0,3
sophia,esterel11,esterel11-1,x86_64,Intel Xeon,Broadwell,2,16,128.0,None,40.0,2
sophia,esterel11,esterel11-2,x86_64,Intel Xeon,Broadwell,2,16,128.0,None,40.0,2
sophia,esterel12,esterel12-1,x86_64,Intel Xeon,Broadwell,2,20,64.0,None,40.0,2
sophia,esterel13,esterel13-1,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,40.0,2
sophia,esterel14,esterel14-1,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,56.0,3
sophia,esterel15,esterel15-1,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,40.0,2
sophia,esterel16,esterel16-1,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,40.0,3
sophia,esterel17,esterel17-1,x86_64,Intel Xeon,Skylake-SP,2,16,480.0,None,56.0,2
sophia,esterel19,esterel19-1,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,40.0,2
sophia,esterel19,esterel19-2,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,40.0,2
sophia,esterel2,esterel2-1,x86_64,Intel Xeon,Haswell,2,12,128.0,None,40.0,1
sophia,esterel20,esterel20-1,x86_64,Intel Xeon,Skylake-SP,2,16,192.0,None,40.0,2
sophia,esterel21,esterel21-1,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,40.0,2
sophia,esterel22,esterel22-1,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,40.0,2
sophia,esterel23,esterel23-1,x86_64,Intel Xeon,Cascade Lake-SP,2,16,192.0,None,40.0,2
sophia,esterel23,esterel23-2,x86_64,Intel Xeon,Cascade Lake-SP,2,16,192.0,None,40.0,2
sophia,esterel24,esterel24-1,x86_64,Intel Xeon,Cascade Lake-SP,2,48,384.0,None,40.0,2
sophia,esterel25,esterel25-1,x86_64,Intel Xeon,Cascade Lake-SP,2,24,384.0,None,56.0,2
sophia,esterel26,esterel26-1,x86_64,Intel Xeon,Cascade Lake-SP,2,32,384.0,None,40.0,2
sophia,esterel27,esterel27-1,x86_64,Intel Xeon,Skylake-SP,2,20,256.0,None,40.0,2
sophia,esterel28,esterel28-1,x86_64,Intel Xeon,Skylake-SP,2,24,384.0,None,56.0,2
sophia,esterel29,esterel29-1,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,40.0,2
sophia,esterel29,esterel29-2,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,40.0,2
sophia,esterel29,esterel29-3,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,40.0,2
sophia,esterel29,esterel29-4,x86_64,Intel Xeon,Skylake-SP,2,16,96.0,None,40.0,2
sophia,esterel3,esterel3-1,x86_64,Intel Xeon,Broadwell,2,20,48.0,None,40.0,2
sophia,esterel30,esterel30-1,x86_64,Intel Xeon,Cascade Lake-SP,2,16,384.0,None,56.0,2
sophia,esterel31,esterel31-1,x86_64,Intel Xeon,Cascade Lake-SP,2,52,384.0,None,40.0,2
sophia,esterel31,esterel31-2,x86_64,Intel Xeon,Cascade Lake-SP,2,52,384.0,None,40.0,2
sophia,esterel31,esterel31-3,x86_64,Intel Xeon,Cascade Lake-SP,2,52,384.0,None,40.0,2
sophia,esterel31,esterel31-4,x86_64,Intel Xeon,Cascade Lake-SP,2,52,384.0,None,40.0,2
sophia,esterel32,esterel32-1,x86_64,Intel Xeon,Cascade Lake-SP,2,56,768.0,None,40.0,2
sophia,esterel33,esterel33-1,x86_64,AMD EPYC,Zen 2,2,32,256.0,None,56.0,2
sophia,esterel34,esterel34-1,x86_64,AMD EPYC,Zen 2,2,32,256.0,None,56.0,2
sophia,esterel35,esterel35-1,x86_64,AMD EPYC,Zen 3,2,48,512.0,None,40.0,2
sophia,esterel35,esterel35-2,x86_64,AMD EPYC,Zen 3,2,48,512.0,None,40.0,2
sophia,esterel36,esterel36-1,x86_64,AMD EPYC,Zen 2,2,96,1024.0,None,40.0,2
sophia,esterel37,esterel37-1,x86_64,AMD EPYC,Zen 3,2,64,512.0,None,20.0,2
sophia,esterel38,esterel38-1,x86_64,AMD EPYC,Zen 3,2,64,512.0,None,20.0,2
sophia,esterel39,esterel39-1,x86_64,AMD EPYC,Zen 3,2,32,512.0,None,20.0,2
sophia,esterel4,esterel4-1,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,40.0,2
sophia,esterel40,esterel40-1,x86_64,AMD EPYC,Zen 3,2,32,256.0,None,40.0,2
sophia,esterel40,esterel40-2,x86_64,AMD EPYC,Zen 3,2,32,256.0,None,40.0,2
sophia,esterel41,esterel41-1,x86_64,Intel Xeon,Sapphire Rapids,2,32,512.0,None,56.0,2
sophia,esterel42,esterel42-1,x86_64,Intel Xeon,Sierra Forest,2,128,2048.0,None,40.0,4
sophia,esterel43,esterel43-1,x86_64,AMD EPYC,Zen 4,2,48,512.0,None,40.0,1
sophia,esterel44,esterel44-1,x86_64,AMD EPYC,Zen 4,2,32,512.0,None,200.0,1
sophia,esterel5,esterel5-1,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,40.0,2
sophia,esterel5,esterel5-2,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,40.0,2
sophia,esterel6,esterel6-1,x86_64,Intel Xeon,Broadwell,2,24,64.0,None,40.0,2
sophia,esterel7,esterel7-1,x86_64,Intel Xeon,Broadwell,2,16,128.0,None,40.0,2
sophia,esterel7,esterel7-2,x86_64,Intel Xeon,Broadwell,2,16,128.0,None,40.0,2
sophia,esterel8,esterel8-1,x86_64,Intel Xeon,Broadwell,2,20,128.0,None,56.0,2
sophia,esterel9,esterel9-1,x86_64,Intel Xeon,Broadwell,2,20,64.0,None,56.0,3
sophia,mercantour1,mercantour1-1,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,40.0,1
sophia,mercantour1,mercantour1-10,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,40.0,1
sophia,mercantour1,mercantour1-11,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,56.0,1
sophia,mercantour1,mercantour1-12,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,56.0,1
sophia,mercantour1,mercantour1-13,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,56.0,1
sophia,mercantour1,mercantour1-14,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,56.0,1
sophia,mercantour1,mercantour1-15,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,56.0,1
sophia,mercantour1,mercantour1-16,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,56.0,1
sophia,mercantour1,mercantour1-2,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,40.0,1
sophia,mercantour1,mercantour1-3,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,56.0,1
sophia,mercantour1,mercantour1-4,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,56.0,1
sophia,mercantour1,mercantour1-5,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,40.0,1
sophia,mercantour1,mercantour1-6,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,40.0,1
sophia,mercantour1,mercantour1-7,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,56.0,1
sophia,mercantour1,mercantour1-8,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,56.0,1
sophia,mercantour1,mercantour1-9,x86_64,Intel Xeon,Ivy Bridge,2,20,192.0,None,40.0,1
sophia,mercantour2,mercantour2-1,x86_64,Intel Xeon,Ivy Bridge,2,16,256.0,None,40.0,1
sophia,mercantour2,mercantour2-2,x86_64,Intel Xeon,Ivy Bridge,2,16,256.0,None,40.0,1
sophia,mercantour2,mercantour2-3,x86_64,Intel Xeon,Ivy Bridge,2,16,256.0,None,40.0,1
sophia,mercantour2,mercantour2-4,x86_64,Intel Xeon,Ivy Bridge,2,16,256.0,None,40.0,1
sophia,mercantour2,mercantour2-5,x86_64,Intel Xeon,Ivy Bridge,2,16,256.0,None,40.0,1
sophia,mercantour2,mercantour2-6,x86_64,Intel Xeon,Ivy Bridge,2,16,256.0,None,40.0,1
sophia,mercantour2,mercantour2-7,x86_64,Intel Xeon,Ivy Bridge,2,16,256.0,None,40.0,1
sophia,mercantour2,mercantour2-8,x86_64,Intel Xeon,Ivy Bridge,2,16,256.0,None,40.0,1
sophia,mercantour3,mercantour3-1,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-10,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-11,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-12,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-13,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-14,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-15,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-16,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-2,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-3,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-4,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-5,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-6,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-7,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-8,x86_64,Intel Xeon,Skylake-SP,2,20,192.0,None,56.0,1
sophia,mercantour3,mercantour3-9,x86_64,Intel Xeon,Skylake-SP,2,20,176.0,None,56.0,1
sophia,mercantour4,mercantour4-1,x86_64,Intel Xeon,Skylake-SP,4,80,1024.0,None,40.0,3
sophia,mercantour5,mercantour5-1,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,56.0,2
sophia,mercantour5,mercantour5-2,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,56.0,2
sophia,mercantour5,mercantour5-3,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,56.0,2
sophia,mercantour5,mercantour5-4,x86_64,Intel Xeon,Cascade Lake-SP,2,36,384.0,None,56.0,2
sophia,mercantour6,mercantour6-1,x86_64,AMD EPYC,Zen 2,2,64,1024.0,None,56.0,2
sophia,mercantour7,mercantour7-1,x86_64,AMD EPYC,Zen 2,2,64,384.0,None,56.0,2
sophia,musa,musa-1,x86_64,AMD EPYC,Zen 4,2,48,512.0,None,200.0,1
sophia,musa,musa-2,x86_64,AMD EPYC,Zen 4,2,48,512.0,None,200.0,1
sophia,musa,musa-3,x86_64,AMD EPYC,Zen 4,2,48,512.0,None,200.0,1
sophia,musa,musa-4,x86_64,AMD EPYC,Zen 4,2,48,512.0,None,200.0,1
sophia,musa,musa-5,x86_64,AMD EPYC,Zen 4,2,48,512.0,None,200.0,1
sophia,musa,musa-6,x86_64,AMD EPYC,Zen 4,2,48,512.0,None,200.0,1
sophia,uvb,uvb-10,x86_64,Intel Xeon,Westmere,2,12,96.0,None,40.0,1
sophia,uvb,uvb-11,x86_64,Intel Xeon,Westmere,2,12,96.0,None,40.0,1
sophia,uvb,uvb-12,x86_64,Intel Xeon,Westmere,2,12,96.0,None,40.0,1
sophia,uvb,uvb-9,x86_64,Intel Xeon,Westmere,2,12,96.0,None,40.0,1
strasbourg,engelbourg,engelbourg-1,x86_64,Intel Pentium,Broadwell,1,4,8.0,None,1.0,1
strasbourg,engelbourg,engelbourg-2,x86_64,Intel Pentium,Broadwell,1,4,8.0,None,1.0,1
strasbourg,engelbourg,engelbourg-3,x86_64,Intel Pentium,Broadwell,1,4,8.0,None,1.0,1
strasbourg,engelbourg,engelbourg-4,x86_64,Intel Pentium,Broadwell,1,4,8.0,None,1.0,1
strasbourg,engelbourg,engelbourg-5,x86_64,Intel Pentium,Broadwell,1,4,8.0,None,1.0,1
strasbourg,engelbourg,engelbourg-6,x86_64,Intel Pentium,Broadwell,1,4,8.0,None,1.0,1
strasbourg,engelbourg,engelbourg-7,x86_64,Intel Pentium,Broadwell,1,4,8.0,None,1.0,1
strasbourg,engelbourg,engelbourg-8,x86_64,Intel Pentium,Broadwell,1,4,8.0,None,1.0,1
strasbourg,fleckenstein,fleckenstein-1,x86_64,Intel Xeon,Ice Lake-SP,2,32,512.0,None,100.0,4
strasbourg,fleckenstein,fleckenstein-10,x86_64,Intel Xeon,Ice Lake-SP,2,32,512.0,None,100.0,4
strasbourg,fleckenstein,fleckenstein-2,x86_64,Intel Xeon,Ice Lake-SP,2,32,512.0,None,100.0,4
strasbourg,fleckenstein,fleckenstein-3,x86_64,Intel Xeon,Ice Lake-SP,2,32,512.0,None,100.0,4
strasbourg,fleckenstein,fleckenstein-4,x86_64,Intel Xeon,Ice Lake-SP,2,32,512.0,None,100.0,4
strasbourg,fleckenstein,fleckenstein-5,x86_64,Intel Xeon,Ice Lake-SP,2,32,512.0,None,100.0,4
strasbourg,fleckenstein,fleckenstein-6,x86_64,Intel Xeon,Ice Lake-SP,2,32,512.0,None,100.0,4
strasbourg,fleckenstein,fleckenstein-7,x86_64,Intel Xeon,Ice Lake-SP,2,32,512.0,None,100.0,4
strasbourg,fleckenstein,fleckenstein-8,x86_64,Intel Xeon,Ice Lake-SP,2,32,512.0,None,100.0,4
strasbourg,fleckenstein,fleckenstein-9,x86_64,Intel Xeon,Ice Lake-SP,2,32,512.0,None,100.0,4
strasbourg,ramstein,ramstein-1,x86_64,Intel Pentium,Broadwell,1,4,8.0,None,1.0,1
toulouse,estats,estats-1,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-10,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-11,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-12,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-2,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-3,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-4,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-5,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-6,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-7,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-8,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,estats,estats-9,aarch64,Carmel,Carmel,1,8,32.0,None,1.0,1
toulouse,montcalm,montcalm-1,x86_64,Intel Xeon,Ice Lake-SP,2,32,256.0,None,10.0,1
toulouse,montcalm,montcalm-10,x86_64,Intel Xeon,Ice Lake-SP,2,32,256.0,None,10.0,1
toulouse,montcalm,montcalm-2,x86_64,Intel Xeon,Ice Lake-SP,2,32,256.0,None,10.0,1
toulouse,montcalm,montcalm-3,x86_64,Intel Xeon,Ice Lake-SP,2,32,256.0,None,10.0,1
toulouse,montcalm,montcalm-4,x86_64,Intel Xeon,Ice Lake-SP,2,32,256.0,None,10.0,1
toulouse,montcalm,montcalm-5,x86_64,Intel Xeon,Ice Lake-SP,2,32,256.0,None,10.0,1
toulouse,montcalm,montcalm-6,x86_64,Intel Xeon,Ice Lake-SP,2,32,256.0,None,10.0,1
toulouse,montcalm,montcalm-7,x86_64,Intel Xeon,Ice Lake-SP,2,32,256.0,None,10.0,1
toulouse,montcalm,montcalm-8,x86_64,Intel Xeon,Ice Lake-SP,2,32,256.0,None,10.0,1
